houseid,is_mail,wthhfin5d_hi,wthhfin5d_nohol_hi,numadlt,smplsrce,homeown,hometype,rail,census_d,census_r,hh_hisp,drvrcnt,cnttdhh,cdivmsar,flag100,hhfaminc,hhfaminc_imp,hh_race,hhsize,hhvehcnt,hhrelatd,hhresp,lif_cyc,msacat,msasize,travday,urban,urbansize,urbrur,ppt517,youngchild,oamultadd1,oamultadd2,resp_cnt,confirmage,confirmedhome_addr1,confirmedhome_city,confirmedhome_formattedaddr,confirmedhome_latitude,confirmedhome_locname,confirmedhome_loctype,confirmedhome_longitude,confirmedhome_state,confirmedhome_streetaddr,confirmedhome_zip,urbrur_2010,tdaydate,wrkcount,stratumid_addon,home_geom_nrel,home_geom_nrel_zipcode
6000144209,2,75.08021612,74.34943973,2,3,1,1,2,9,4,2,2,4,92,1,6,6,1,2,1,1,1,10,2,4,3,1,3,1,0,0,2,1,2,1,,Aiea,,,,1,,HI,,96701,1,202210,0,5004,,96701
6000144223,2,85.86561332,88.04345585,2,3,1,1,2,9,4,2,2,0,92,1,11,11,5,2,2,1,1,2,2,4,5,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202210,2,5004,,96821
6000144225,2,277.7934963,299.517109,2,3,1,1,2,9,4,2,2,15,92,1,10,10,1,5,2,1,1,6,2,4,5,1,3,1,3,0,1,-1,5,1,,Mililani,,,,1,,HI,,96789,1,202209,2,5004,,96789
6000144228,2,21.27148559,22.39578367,1,3,2,1,2,9,4,2,1,3,92,1,8,8,3,1,2,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,Mililani,,,,1,,HI,,96789,1,202210,0,5004,,96789
6000144237,2,238.6410904,223.6912254,3,3,2,1,2,9,4,2,3,4,92,1,10,10,3,3,3,1,1,10,2,4,4,1,1,1,0,0,1,-1,3,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5004,,96744
6000144249,2,91.52482272,117.5486318,2,3,1,1,2,9,4,2,2,8,92,1,10,10,1,2,2,1,1,2,2,4,6,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202211,1,5004,,96706
6000144251,2,96.74752591,106.5235363,3,3,1,1,2,9,4,2,3,9,92,1,10,10,1,4,3,1,1,6,2,4,2,1,3,1,1,0,4,1,4,1,,Honolulu,,,,1,,HI,,96816,1,202209,2,5004,,96816
6000144252,2,167.194114,160.128996,2,3,2,1,2,9,4,2,2,6,92,1,11,11,3,2,2,1,1,10,2,4,4,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202210,1,5004,,96821
6000144260,2,343.3340364,353.7534827,2,3,1,1,2,9,4,2,2,4,92,1,10,10,3,3,2,1,1,6,2,4,5,1,3,1,1,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96825,1,202209,2,5004,,96825
6000144266,2,232.9898299,260.0268382,2,3,1,1,2,9,4,2,2,24,92,1,10,10,3,4,2,1,1,4,2,4,6,1,3,1,2,0,1,-1,4,1,,Mililani,,,,1,,HI,,96789,1,202210,2,5004,,96789
6000144274,2,300.7587024,298.065828,2,3,2,1,2,9,4,2,1,0,92,1,6,6,3,2,1,1,1,10,2,4,4,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96816,1,202209,0,5004,,96816
6000144283,2,104.6074119,112.593793,1,3,4,3,2,9,4,2,1,0,92,1,5,5,3,1,2,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,Aiea,,,,1,,HI,,96701,1,202209,0,5004,,96701
6000144296,2,174.5012742,169.0203682,4,3,1,1,2,9,4,2,4,5,92,1,11,11,1,4,2,1,1,8,2,4,3,1,3,1,0,0,1,-1,4,1,,Honolulu,,,,1,,HI,,96816,1,202210,1,5004,,96816
6000144299,2,32.65247369,34.80769312,2,3,1,1,2,9,4,2,2,3,92,1,10,10,3,2,3,1,1,10,2,4,2,4,6,2,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96817,1,202210,0,5004,,96817
6000144303,2,110.3128286,104.4180241,3,3,1,1,2,9,4,2,3,3,92,1,11,11,3,3,3,1,1,8,2,4,3,1,3,1,0,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202210,2,5004,,96789
6000144304,2,45.22429326,49.2609342,2,3,1,1,2,9,4,2,2,2,92,1,5,5,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202209,0,5004,,96821
6000144318,2,70.89323642,67.8888656,3,3,1,1,2,9,4,2,3,4,92,1,11,11,1,3,3,1,1,10,2,4,3,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96821,1,202210,2,5004,,96821
6000144322,2,44.36373459,48.67635718,2,3,2,1,2,9,4,2,2,5,92,1,6,6,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Waipahu,,,,1,,HI,,96797,1,202209,0,5004,,96797
6000144329,2,148.9535924,160.6117984,2,3,1,1,2,9,4,2,2,2,92,1,9,9,3,2,2,1,1,10,2,4,5,1,3,1,0,0,1,-1,2,1,,Aiea,,,,1,,HI,,96701,1,202209,0,5004,,96701
6000144336,2,100.6422674,107.6734926,3,3,1,1,2,9,4,2,2,8,92,1,8,8,1,3,2,1,1,10,2,4,5,1,1,1,0,0,1,-1,3,1,,Kailua,,,,1,,HI,,96734,1,202209,1,5004,,96734
6000144355,2,39.06161827,41.63987936,2,3,2,1,2,9,4,2,2,6,92,1,10,10,3,2,2,1,1,10,2,4,2,1,1,1,0,0,1,-1,2,1,,Kailua,,,,1,,HI,,96734,1,202210,0,5004,,96734
6000144360,2,149.8233598,141.2196563,1,3,2,1,2,9,4,2,1,2,92,1,6,6,3,1,1,2,1,1,2,4,4,1,3,1,0,0,1,-1,1,1,,Beach,,,,1,,HI,,96706,1,202210,1,5004,,96706
6000144387,2,19.339025,0,1,3,3,2,2,9,4,2,1,0,92,1,8,8,1,1,1,2,1,1,2,4,2,1,3,1,0,0,2,3,1,1,,Honolulu,,,,1,,HI,,96822,1,202210,1,5004,,96822
6000144413,2,80.65183686,80.88689132,2,3,2,2,2,9,4,2,1,6,92,1,6,6,1,2,1,1,1,7,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96825,1,202209,2,5004,,96825
6000144421,2,397.2044488,398.1820228,2,3,3,1,2,9,4,1,2,6,92,1,7,7,3,6,2,1,1,4,2,4,3,1,3,1,1,3,2,3,3,1,,Honolulu,,,,1,,HI,,96818,1,202209,1,5004,,96818
6000144433,2,54.51948797,53.16002257,2,3,2,1,2,9,4,2,2,2,92,1,8,8,3,2,2,1,1,10,2,4,3,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,0,5004,,96744
6000144440,2,21.53551507,0,2,3,1,1,2,9,4,2,2,4,92,1,9,9,3,2,2,1,1,2,2,4,2,1,3,1,0,0,1,-1,2,1,,Mililani,,,,1,,HI,,96789,1,202210,2,5004,,96789
6000144451,2,205.7286257,240.6215096,2,3,2,3,2,9,4,2,2,4,92,1,11,11,1,2,1,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96813,1,202209,0,5004,,96813
6000144467,2,148.0795561,163.8104923,2,3,2,1,2,9,4,2,2,6,92,1,10,10,1,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202209,0,5004,,96706
6000144473,2,247.4783148,238.8984046,2,3,2,1,2,9,4,2,2,1,92,1,7,7,3,3,2,1,1,6,2,4,4,1,3,1,1,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96821,1,202209,2,5004,,96821
6000144477,2,81.85704334,78.67439971,2,3,1,1,2,9,4,2,2,2,92,1,11,11,1,2,1,1,1,2,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202210,2,5004,,96821
6000144487,2,397.2044488,398.1820228,3,3,1,1,2,9,4,2,3,16,92,1,10,10,1,4,3,1,1,6,2,4,3,1,3,1,1,0,1,-1,4,1,,Kapolei,,,,1,,HI,,96707,1,202209,3,5004,,96707
6000144505,2,95.55146806,92.48471855,1,3,2,1,2,9,4,2,1,5,92,1,5,5,1,1,1,2,1,9,2,4,4,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96825,1,202209,0,5004,,96825
6000144510,2,22.34103848,0,1,3,1,1,2,9,4,2,1,2,92,1,8,8,3,1,2,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,Mililani,,,,1,,HI,,96789,1,202210,0,5004,,96789
6000144517,2,140.1082437,157.4909606,1,3,1,1,2,9,4,2,1,3,92,1,7,7,3,1,1,2,1,9,2,4,6,1,1,1,0,0,1,-1,1,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5004,,96744
6000144522,2,56.27533941,60.31214032,4,3,1,1,2,9,4,2,3,5,92,1,5,5,3,4,3,1,1,2,2,4,2,4,6,2,0,0,4,1,4,1,,Honolulu,,,,1,,HI,,96819,2,202210,2,5004,,96819
6000144528,2,208.4002565,240.8883621,2,3,3,1,2,9,4,2,2,6,92,1,9,9,3,2,2,1,1,2,2,4,6,1,3,1,0,0,2,3,2,1,,Honolulu,,,,1,,HI,,96816,1,202209,2,5004,,96816
6000144538,2,121.119357,122.2733026,2,3,3,1,2,9,4,2,2,14,92,1,7,7,1,4,2,1,1,6,2,4,3,1,1,1,2,0,1,-1,4,1,,Kailua,,,,1,,HI,,96734,1,202209,2,5004,,96734
6000144539,2,382.2164449,374.4770735,2,3,1,1,2,9,4,2,1,4,92,1,9,9,1,2,1,1,1,10,2,4,4,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202210,0,5004,,96706
6000144540,2,179.9228055,205.2545746,1,3,2,1,2,9,4,2,0,0,92,1,7,7,3,1,0,2,1,9,2,4,6,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96817,1,202209,0,5004,,96817
6000144542,2,210.0248644,203.0523942,3,3,2,1,2,9,4,2,3,3,92,1,6,6,3,3,3,1,1,10,2,4,4,1,1,1,0,0,2,3,3,1,,Kailua,,,,1,,HI,,96734,1,202209,0,5004,,96734
6000144550,2,213.7862774,202.7528153,2,3,1,1,2,9,4,2,2,4,92,1,8,8,5,5,2,1,1,4,2,4,3,1,3,1,2,1,1,-1,4,1,,Beach,,,,1,,HI,,96706,1,202210,2,5004,,96706
6000144558,2,49.13936319,57.75343174,2,3,1,1,2,9,4,2,2,6,92,1,9,9,3,2,2,1,1,2,2,4,5,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202211,2,5004,,96744
6000144559,2,291.648389,282.2822732,2,3,1,2,2,9,4,2,2,2,92,1,6,6,1,4,2,1,1,4,2,4,4,1,3,1,0,2,1,-1,2,1,,Kapolei,,,,1,,HI,,96707,1,202210,1,5004,,96707
6000144570,2,48.58409308,53.33664691,2,3,1,1,2,9,4,2,2,1,92,1,7,7,3,2,2,1,1,10,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202209,0,5004,,96744
6000144571,2,90.97601865,94.22841911,2,3,1,1,2,9,4,2,2,21,92,1,10,10,1,3,2,1,1,6,2,4,5,1,1,1,1,0,1,-1,3,1,,Kailua,,,,1,,HI,,96734,1,202210,2,5004,,96734
6000144586,2,173.7728898,199.0566677,3,3,1,1,2,9,4,2,3,5,92,1,8,8,3,3,3,1,1,10,2,4,6,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96821,1,202209,2,5004,,96821
6000144590,2,158.4499226,157.0976493,2,3,1,2,2,9,4,2,2,4,92,1,5,5,3,2,2,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96825,1,202209,0,5004,,96825
6000144593,2,37.26695171,39.6442359,2,3,1,1,2,9,4,2,2,6,92,1,10,10,3,2,2,1,1,2,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96817,1,202210,2,5004,,96817
6000144597,2,20.98432226,22.63071762,2,3,2,1,2,9,4,2,2,0,92,1,11,11,1,2,1,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96825,1,202210,1,5004,,96825
6000144611,2,28.51064061,31.64763007,2,3,1,1,2,9,4,2,2,5,92,1,6,6,1,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202209,0,5004,,96706
6000144617,2,257.6698729,243.9303356,3,3,1,1,2,9,4,1,3,12,92,1,8,8,1,4,4,1,1,8,2,4,3,1,3,1,1,0,1,-1,4,1,,Beach,,,,1,,HI,,96706,2,202210,3,5004,,96706
6000144622,2,107.4943006,116.9158918,2,3,1,1,2,9,4,2,2,5,92,1,10,10,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96825,1,202209,1,5004,,96825
6000144625,2,217.1754757,230.0085103,1,3,3,1,2,9,4,2,1,2,92,1,11,11,1,1,2,2,1,1,2,4,5,1,1,1,0,0,1,-1,1,1,,Kailua,,,,1,,HI,,96734,1,202209,1,5004,,96734
6000144628,2,29.96961925,33.31617882,2,3,1,1,2,9,4,2,2,4,92,1,8,8,1,2,2,1,1,10,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202209,1,5004,,96744
6000144630,2,67.19488471,0,3,3,1,1,2,9,4,2,3,8,92,1,5,5,3,6,2,1,1,6,2,4,2,1,3,1,3,0,1,-1,6,1,,Beach,,,,1,,HI,,96706,1,202210,2,5004,,96706
6000144635,2,44.36373459,48.67635718,2,3,2,1,2,9,4,2,1,4,92,1,6,6,3,2,1,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96818,1,202209,0,5004,,96818
6000144656,2,405.761776,427.3682633,6,3,1,1,2,9,4,2,6,13,92,1,11,11,3,7,6,1,1,6,2,4,6,1,1,1,1,0,1,-1,7,1,,Kailua,,,,1,,HI,,96734,1,202209,5,5004,,96734
6000144661,2,106.0537125,113.1283977,3,3,1,1,2,9,4,2,3,6,92,1,10,10,3,3,3,1,1,2,2,4,2,1,1,1,0,0,1,-1,3,1,,Kaneohe,,,,1,,HI,,96744,1,202209,2,5004,,96744
6000144669,2,136.2178074,143.9195781,3,3,1,1,2,9,4,2,2,5,92,1,7,7,3,3,2,1,1,10,2,4,5,1,1,1,0,0,2,1,3,1,,Kailua,,,,1,,HI,,96734,1,202209,1,5004,,96734
6000144670,2,102.156672,115.7532729,2,3,2,1,2,9,4,2,2,0,92,1,11,11,3,2,2,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96821,1,202210,2,5004,,96821
6000144673,2,270.4974118,257.1399742,4,3,1,1,2,9,4,2,3,0,92,2,10,10,3,4,3,1,1,8,2,4,3,1,3,1,0,0,1,-1,3,1,,Kapolei,,,,1,,HI,,96707,1,202210,4,5004,,96707
6000144681,2,91.18551961,90.71689755,2,3,2,1,2,9,4,2,2,6,92,1,9,9,3,2,2,1,1,10,2,4,3,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96816,1,202209,0,5004,,96816
6000144711,2,30.05100776,31.90096616,2,3,1,1,2,9,4,2,2,7,92,1,10,10,1,2,4,1,1,2,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5004,,96744
6000144713,2,107.4483545,104.1101455,2,3,2,1,2,9,4,2,2,2,92,1,11,11,1,2,2,1,1,10,2,4,4,1,3,1,0,0,2,3,2,1,,Honolulu,,,,1,,HI,,96816,1,202210,0,5004,,96816
6000144714,2,27.52652403,28.97124381,3,3,1,3,2,9,4,2,0,0,92,1,6,6,3,3,0,1,1,10,2,4,2,1,3,1,0,0,5,3,3,1,,Honolulu,,,,1,,HI,,96817,1,202210,1,5004,,96817
6000144722,2,46.47831337,49.90722017,1,3,3,1,2,9,4,2,1,0,92,1,5,5,1,1,1,2,1,1,2,4,2,1,3,1,0,0,2,3,1,1,,Beach,,,,1,,HI,,96706,2,202209,1,5004,,96706
6000144725,2,119.8486943,110.9920059,1,3,2,1,2,9,4,1,1,3,92,1,6,6,1,1,1,2,1,9,2,4,4,1,1,1,0,0,1,-1,1,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5004,,96744
6000144736,2,81.85704334,78.67439971,2,3,1,1,2,9,4,2,2,4,92,1,11,11,1,2,1,1,1,2,2,4,3,1,1,1,0,0,1,-1,2,1,,Kailua,,,,1,,HI,,96734,1,202210,2,5004,,96734
6000144743,2,61.81935651,66.49581677,2,3,1,1,2,9,4,2,2,2,92,1,5,5,5,2,2,1,1,2,2,4,2,1,1,1,0,0,1,-1,2,1,,Kailua,,,,1,,HI,,96734,1,202209,1,5004,,96734
6000144754,2,113.0149964,120.5540593,3,3,2,1,2,9,4,2,3,2,92,1,10,10,3,3,4,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96825,1,202209,2,5004,,96825
6000144758,2,108.4127898,114.5852819,2,3,1,1,2,9,4,2,2,3,92,1,8,8,5,2,2,1,1,2,2,4,5,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96825,1,202209,2,5004,,96825
6000144768,2,184.5486197,178.6849498,3,3,2,1,2,9,4,2,3,0,92,1,9,9,3,3,3,1,1,10,2,4,4,1,3,1,0,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202209,1,5004,,96789
6000144770,2,24.74090464,27.06045433,2,3,1,1,2,9,4,2,2,2,92,1,6,6,1,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Waipahu,,,,1,,HI,,96797,1,202210,0,5004,,96797
6000144787,2,422.2809355,421.5131827,2,3,1,1,2,9,4,2,2,10,92,1,11,11,3,4,1,1,1,6,2,4,4,1,3,1,2,0,1,-1,4,1,,Honolulu,,,,1,,HI,,96822,1,202209,1,5004,,96822
6000144798,2,210.2557958,0,4,3,1,1,2,9,4,2,4,6,92,1,6,6,3,4,4,1,1,2,2,4,2,1,3,1,0,0,1,-1,4,1,,Honolulu,,,,1,,HI,,96825,1,202210,1,5004,,96825
6000144800,2,422.2809355,421.5131827,2,3,1,1,2,9,4,2,2,9,92,1,10,10,3,4,2,1,1,6,2,4,4,1,3,1,2,0,1,-1,4,1,,City,,,,1,,HI,,96782,1,202209,2,5004,,96782
6000144813,2,239.401352,223.6868162,1,3,1,2,2,9,4,2,1,0,92,1,10,10,3,1,4,2,1,1,2,4,4,1,3,1,0,0,2,1,1,1,,Honolulu,,,,1,,HI,,96825,1,202210,1,5004,,96825
6000144830,2,52.72427564,55.52958417,1,3,1,1,2,9,4,2,1,2,92,1,7,7,3,1,1,2,1,9,2,4,4,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96822,1,202211,0,5004,,96822
6000144833,2,130.493026,139.706537,2,3,1,1,2,9,4,2,2,4,92,1,11,11,3,2,2,1,1,2,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96822,1,202209,2,5004,,96822
6000144838,2,19.3304603,20.77495162,2,3,1,1,2,9,4,2,2,4,92,1,8,8,3,2,2,1,1,10,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,1,5004,,96744
6000144843,2,56.91700578,53.10375205,1,3,1,1,2,9,4,2,1,3,92,1,6,6,5,1,1,2,1,9,2,4,3,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96817,1,202210,0,5004,,96817
6000144845,2,39.06161827,41.63987936,2,3,1,1,2,9,4,2,2,2,92,1,11,11,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Aiea,,,,1,,HI,,96701,1,202210,2,5004,,96782
6000144848,2,355.9136806,368.2490455,3,3,3,2,2,9,4,2,1,0,92,1,5,5,6,3,1,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96817,1,202209,0,5004,,96817
6000144855,2,271.2717308,288.9259014,2,3,1,1,2,9,4,2,2,9,92,1,11,11,3,2,3,1,1,2,2,4,5,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202209,2,5004,,96706
6000144872,2,188.2202772,180.57964,3,3,1,1,2,9,4,2,3,7,92,1,9,9,3,3,3,1,1,10,2,4,3,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96817,1,202210,3,5004,,96817
6000144873,2,10.98364291,11.94955348,2,3,1,1,2,9,4,2,2,2,92,1,6,6,1,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202210,1,5004,,96706
6000144874,2,83.56332474,88.64299535,3,3,2,1,2,9,4,2,3,4,92,1,8,8,3,3,3,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Honolulu,,,,1,,HI,,96817,1,202209,3,5004,,96817
6000144884,2,62.69339896,66.42270431,2,3,1,1,2,9,4,2,2,3,92,1,11,11,2,2,2,1,1,2,2,4,2,1,3,1,0,0,1,-1,2,1,,Beach,,,,1,,HI,,96706,1,202210,2,5004,,96706
6000144894,2,202.9316597,241.0712063,2,3,2,1,2,9,4,2,2,4,92,1,9,9,1,2,2,1,1,10,2,4,6,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96816,1,202209,0,5004,,96816
6000144898,2,157.1939965,0,3,3,2,1,2,9,4,2,3,6,92,1,10,10,1,3,3,1,1,8,2,4,2,1,1,1,0,0,1,-1,3,1,,Kailua,,,,1,,HI,,96734,1,202209,3,5004,,96734
6000144902,2,351.4725206,358.2212622,4,3,2,1,2,9,4,2,3,7,92,1,6,6,5,5,5,1,1,8,2,4,5,1,1,1,1,0,2,3,5,1,,Kaneohe,,,,1,,HI,,96744,1,202210,4,5004,,96744
6000144921,2,224.5306427,222.071721,2,3,3,1,2,9,4,2,2,1,92,1,8,8,1,5,2,1,1,6,2,4,4,1,3,1,3,0,1,-1,5,1,,Honolulu,,,,1,,HI,,96819,1,202209,1,5004,,96819
6000144930,2,125.1454554,135.5865752,3,3,1,1,2,9,4,2,3,6,92,1,9,9,3,3,4,1,1,2,2,4,2,1,3,1,0,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202209,1,5004,,96789
6000144933,2,97.26380898,105.3897192,2,3,1,2,2,9,4,1,2,6,92,1,8,8,1,3,2,1,1,4,2,4,6,1,1,1,0,1,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5004,,96744
6000144935,2,111.4459326,118.8803213,3,3,1,1,2,9,4,2,3,5,92,1,11,11,3,3,4,1,1,10,2,4,2,1,3,1,0,0,3,1,3,1,,Honolulu,,,,1,,HI,,96817,1,202209,1,5004,,96817
6000144937,2,94.66759689,91.47827256,2,3,3,2,2,9,4,2,2,4,92,1,11,11,1,2,2,2,1,2,2,4,3,1,3,1,0,0,1,-1,2,1,,Kapolei,,,,1,,HI,,96707,1,202210,2,5004,,96707
6000144938,2,299.0291865,301.860778,4,3,1,1,2,9,4,2,4,6,92,1,7,7,1,4,4,1,1,2,2,4,3,1,3,1,0,0,2,1,4,1,,Honolulu,,,,1,,HI,,96819,1,202209,4,5004,,96819
6000144939,2,195.4594756,195.4939269,2,3,2,1,2,9,4,2,2,2,92,1,9,9,3,2,2,1,1,10,2,4,3,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202209,1,5004,,96744
6000144945,2,161.2566688,151.6910378,3,3,1,1,2,9,4,1,3,2,92,1,9,9,5,3,4,1,1,10,2,4,3,1,3,1,0,0,3,1,3,1,,Beach,,,,1,,HI,,96706,1,202210,3,5004,,96706
6000144957,2,355.9136806,368.2490455,4,3,1,1,2,9,4,2,3,0,92,2,4,4,5,6,3,1,1,4,2,4,2,1,3,1,1,1,5,1,4,1,,Aiea,,,,1,,HI,,96701,1,202209,0,5004,,96701
6000144980,2,76.33404936,74.37919227,2,3,1,1,2,9,4,2,2,5,92,1,10,10,1,2,2,1,1,2,2,4,3,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5004,,96744
6000144993,2,149.603985,148.2456171,3,3,2,1,2,9,4,2,1,2,92,1,6,6,1,3,1,1,1,10,2,4,3,1,1,1,0,0,1,-1,3,1,,Kailua,,,,1,,HI,,96734,1,202209,0,5004,,96734
6000145006,2,168.2643631,168.1625351,4,3,1,1,2,9,4,2,3,5,92,1,9,9,1,6,3,1,1,4,2,4,4,1,1,1,0,2,1,-1,4,1,,Kaneohe,,,,1,,HI,,96744,1,202209,1,5004,,96744
6000145012,2,66.46277417,70.74700651,3,3,1,1,2,9,4,2,3,4,92,1,10,10,3,4,3,1,1,6,2,4,2,1,3,1,1,0,1,-1,4,1,,City,,,,1,,HI,,96782,1,202210,3,5004,,96782
6000145019,2,10.98364291,11.94955348,2,3,1,3,2,9,4,2,1,0,92,1,6,6,1,2,2,2,1,10,2,4,2,1,1,1,0,0,2,3,2,1,,Kaneohe,,,,1,,HI,,96744,1,202210,2,5004,,96744
6000145024,2,252.820227,321.1586113,4,3,1,1,2,9,4,2,5,12,92,1,11,11,3,7,3,1,1,6,2,4,6,1,3,1,3,0,2,1,7,1,,Honolulu,,,,1,,HI,,96821,1,202211,2,5004,,96821
6000145025,2,89.85687412,97.73258779,2,3,2,1,2,9,4,2,2,8,92,1,10,10,3,2,2,1,1,10,2,4,2,1,1,1,0,0,1,-1,2,1,,Kaneohe,,,,1,,HI,,96744,1,202209,0,5004,,96744
6000145050,2,125.3077833,118.1119074,1,3,2,1,2,9,4,2,1,7,92,1,6,6,3,1,2,2,1,9,2,4,4,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96822,1,202210,0,5004,,96822
6000145054,2,83.2575471,87.76822477,3,3,1,2,2,9,4,2,2,6,92,1,8,8,1,3,2,1,1,10,2,4,5,1,3,1,0,0,1,-1,3,1,,Mililani,,,,1,,HI,,96789,1,202210,0,5004,,96789
6000145059,2,176.7889785,190.4940484,2,3,1,2,2,9,4,2,2,4,92,1,10,10,1,2,3,1,1,2,2,4,5,1,3,1,0,0,5,3,2,1,,Beach,,,,1,,HI,,96706,1,202209,2,5004,,96706
6000145060,2,52.15115896,0,2,3,3,1,2,9,4,1,2,17,92,1,9,9,1,4,2,1,1,6,2,4,2,4,6,2,2,0,1,-1,4,1,,Honolulu,,,,1,,HI,,96819,2,202210,0,5004,,96819
6000145073,2,18.5522822,0,2,3,2,2,2,9,4,2,2,0,92,1,7,7,3,2,2,1,1,10,2,4,2,1,3,1,0,0,1,-1,2,1,,Honolulu,,,,1,,HI,,96817,1,202210,0,5004,,96817
6000145084,2,28.67418361,0,3,3,1,2,2,9,4,2,3,5,92,1,5,5,1,3,3,1,1,10,2,4,2,1,3,1,0,0,1,-1,3,1,,Aiea,,,,1,,HI,,96701,1,202209,2,5004,,96701
6000145085,2,123.5050684,131.7552909,3,3,2,1,2,9,4,2,3,4,92,1,10,10,5,4,4,1,1,4,2,4,2,1,3,1,0,1,2,1,3,1,,Honolulu,,,,1,,HI,,96821,1,202209,2,5004,,96821
6000145086,2,19.44733045,0,1,3,2,1,2,9,4,2,1,1,92,1,5,5,3,1,1,2,1,9,2,4,2,1,3,1,0,0,1,-1,1,1,,Honolulu,,,,1,,HI,,96825,1,202210,0,5004,,96825
