PERSID,UNO,IVTT,OVTT,TOTTIME,TOTCOST,TDUMMY,CHOSEN,HHSIZE,MALE,NUMVEH,WORKERS,VEHWORK,NEWINC,AEMPDENS,POPDENS,DIST,AGE,WEIGHT,UNOTRN,UNOSHR 
243,1,10,8,18,0.1,0,1,2,1,1,2,0.5,90000,371.44,62.21,1,30,1.8362,0,0
243,1,12.9,10.4,23.3,0.05,0,0,2,1,1,2,0.5,90000,371.44,62.21,1,30,1.8362,0,1
243,1,4.3,28,32.3,0.75,0,0,2,1,1,2,0.5,90000,371.44,62.21,1,30,1.8362,1,0
244,1,6,11,17,0.09,1,1,2,1,1,1,1,50000,982.06,54.94,0.9,30,1.8362,0,0
244,1,8,14.1,22.1,0.04,1,0,2,1,1,1,1,50000,982.06,54.94,0.9,30,1.8362,0,1
244,1,3.3,24.5,27.8,0.75,1,0,2,1,1,1,1,50000,982.06,54.94,0.9,30,1.8362,1,0
245,1,7,11,18,0.1,1,1,2,1,1,1,1,50000,982.06,54.94,1,30,1.8362,0,0
245,1,9.2,13.5,22.7,0.05,1,0,2,1,1,1,1,50000,982.06,54.94,1,30,1.8362,0,1
245,1,3.8,14.4,18.2,0.75,1,0,2,1,1,1,1,50000,982.06,54.94,1,30,1.8362,1,0
246,1,11,5,16,0.29,1,1,2,1,1,1,1,50000,78.24,84.67,3,42,1.8362,0,0
246,1,13.5,7,20.5,0.14,1,0,2,1,1,1,1,50000,78.24,84.67,3,42,1.8362,0,1
246,1,14.8,20.7,35.5,1.25,1,0,2,1,1,1,1,50000,78.24,84.67,3,42,1.8362,1,0
247,1,12,8,20,5.15,0,0,2,0,1,2,0.5,70000,335.99,36.22,1.9,26,0.2982,0,0
247,1,14.6,10.3,24.9,2.58,0,0,2,0,1,2,0.5,70000,335.99,36.22,1.9,26,0.2982,0,1
247,1,7.2,13.1,20.3,0.75,0,1,2,0,1,2,0.5,70000,335.99,36.22,1.9,26,0.2982,1,0
248,1,12,8,20,5.16,0,0,2,0,1,2,0.5,70000,335.99,36.22,2,26,0.2982,0,0
248,1,14.6,10.4,25,2.58,0,0,2,0,1,2,0.5,70000,335.99,36.22,2,26,0.2982,0,1
248,1,7.2,13.2,20.4,0.75,0,1,2,0,1,2,0.5,70000,335.99,36.22,2,26,0.2982,1,0
249,1,22,5,27,1.07,1,1,2,1,1,2,0.5,70000,10.82,85.09,10.9,28,1.8362,0,0
249,1,27.4,6.8,34.2,0.54,1,0,2,1,1,2,0.5,70000,10.82,85.09,10.9,28,1.8362,0,1
249,1,42.1,50.5,92.6,1.5,1,0,2,1,1,2,0.5,70000,10.82,85.09,10.9,28,1.8362,1,0
250,1,7,9,16,3.1,0,0,4,1,1,2,0.5,70000,210.12,56.27,1.7,49,0.2982,0,0
250,1,9.4,11.5,20.9,1.56,0,0,4,1,1,2,0.5,70000,210.12,56.27,1.7,49,0.2982,0,1
250,1,5.5,12,17.5,0.75,0,1,4,1,1,2,0.5,70000,210.12,56.27,1.7,49,0.2982,1,0
251,1,7,9,16,3.1,0,0,4,1,1,2,0.5,70000,210.12,56.27,1.7,49,0.2982,0,0
251,1,9.2,11.4,20.6,1.56,0,0,4,1,1,2,0.5,70000,210.12,56.27,1.7,49,0.2982,0,1
251,1,5.5,10,15.5,0.75,0,1,4,1,1,2,0.5,70000,210.12,56.27,1.7,49,0.2982,1,0
252,1,18,9,27,1.05,0,1,2,1,1,2,0.5,50000,1.88,51.32,10.7,24,1.8362,0,0
252,1,21.1,11.4,32.5,0.53,0,0,2,1,1,2,0.5,50000,1.88,51.32,10.7,24,1.8362,0,1
252,1,28.2,28.4,56.6,0.75,0,0,2,1,1,2,0.5,50000,1.88,51.32,10.7,24,1.8362,1,0
253,1,6,8,14,0.31,0,0,5,1,1,3,0.3,15000,19.9,50.06,1.9,45,0.2982,0,0
253,1,8,10.4,18.4,0.16,0,0,5,1,1,3,0.3,15000,19.9,50.06,1.9,45,0.2982,0,1
253,1,5.5,13.5,19,0.5,0,1,5,1,1,3,0.3,15000,19.9,50.06,1.9,45,0.2982,1,0
254,1,7,8,15,0.29,0,0,5,1,1,3,0.3,15000,19.9,50.06,1.7,45,0.2982,0,0
254,1,9.4,10.4,19.8,0.15,0,0,5,1,1,3,0.3,15000,19.9,50.06,1.7,45,0.2982,0,1
254,1,5.5,16.5,22,0.5,0,1,5,1,1,3,0.3,15000,19.9,50.06,1.7,45,0.2982,1,0
255,1,14,10,24,5.28,0,0,5,1,1,3,0.3,15000,1480.52,50.06,3.3,22,0.2982,0,0
255,1,16.8,12.5,29.3,2.64,0,0,5,1,1,3,0.3,15000,1480.52,50.06,3.3,22,0.2982,0,1
255,1,17,15.6,32.6,0.5,0,1,5,1,1,3,0.3,15000,1480.52,50.06,3.3,22,0.2982,1,0
256,1,13,10,23,5.27,0,0,5,1,1,3,0.3,15000,1480.52,50.06,3.2,22,0.2982,0,0
256,1,15.7,12.5,28.2,2.63,0,0,5,1,1,3,0.3,15000,1480.52,50.06,3.2,22,0.2982,0,1
256,1,19.1,16.3,35.4,0.5,0,1,5,1,1,3,0.3,15000,1480.52,50.06,3.2,22,0.2982,1,0
257,1,12,10,22,5.26,0,0,2,1,2,2,1,90000,175.08,50.06,3.1,32,0.2982,0,0
257,1,14.6,12.5,27.1,2.63,0,0,2,1,2,2,1,90000,175.08,50.06,3.1,32,0.2982,0,1
257,1,15.6,9.2,24.8,0.5,0,1,2,1,2,2,1,90000,175.08,50.06,3.1,32,0.2982,1,0
258,1,21,8,29,1.33,0,1,2,0,1,2,0.5,90000,7.41,51.32,13.6,35,1.8362,0,0
258,1,24.4,10.3,34.7,0.67,0,0,2,0,1,2,0.5,90000,7.41,51.32,13.6,35,1.8362,0,1
258,1,23.9,30.9,54.8,0.75,0,0,2,0,1,2,0.5,90000,7.41,51.32,13.6,35,1.8362,1,0
259,1,18,5,23,0.79,1,0,3,1,1,1,1,30000,78.24,10.32,5.8,66,0.2982,0,0
259,1,21.1,7,28.1,0.39,1,0,3,1,1,1,1,30000,78.24,10.32,5.8,66,0.2982,0,1
259,1,20.1,11,31.1,1.25,1,1,3,1,1,1,1,30000,78.24,10.32,5.8,66,0.2982,1,0
260,1,16,5,21,0.7,1,0,3,1,1,1,1,30000,78.24,10.32,4.9,66,0.2982,0,0
260,1,20.2,6.8,27,0.35,1,0,3,1,1,1,1,30000,78.24,10.32,4.9,66,0.2982,0,1
260,1,26.2,16.7,42.9,1.25,1,1,3,1,1,1,1,30000,78.24,10.32,4.9,66,0.2982,1,0
261,1,15,7,22,0.42,0,0,3,0,2,3,0.7,30000,7.02,60.81,4.3,24,0.6426,0,0
261,1,17.8,9.4,27.2,0.21,0,1,3,0,2,3,0.7,30000,7.02,60.81,4.3,24,0.6426,0,1
261,1,38,18.8,56.8,0.5,0,0,3,0,2,3,0.7,30000,7.02,60.81,4.3,24,0.6426,1,0
262,1,15,7,22,0.42,0,0,3,0,2,3,0.7,30000,7.02,60.81,4.3,45,0.6426,0,0
262,1,17.8,9.4,27.2,0.21,0,1,3,0,2,3,0.7,30000,7.02,60.81,4.3,45,0.6426,0,1
262,1,38,18.8,56.8,0.5,0,0,3,0,2,3,0.7,30000,7.02,60.81,4.3,45,0.6426,1,0
263,1,11,9,20,0.21,0,0,3,1,1,1,1,115000,952.15,43.58,2.1,30,0.6426,0,0
263,1,13.6,11.5,25.1,0.1,0,1,3,1,1,1,1,115000,952.15,43.58,2.1,30,0.6426,0,1
263,1,4.3,24.6,28.9,0.75,0,0,3,1,1,1,1,115000,952.15,43.58,2.1,30,0.6426,1,0
264,1,7,8,15,2.72,0,0,2,0,1,2,0.5,30000,70.1,41.67,1.8,23,0.2982,0,0
264,1,9.4,10.4,19.8,1.36,0,0,2,0,1,2,0.5,30000,70.1,41.67,1.8,23,0.2982,0,1
264,1,4.5,14.6,19.1,0.75,0,1,2,0,1,2,0.5,30000,70.1,41.67,1.8,23,0.2982,1,0
265,1,8,8,16,3.87,0,0,4,0,2,2,1,65093.8,297.48,13.38,1.9,23,0.2982,0,0
265,1,10.4,10.4,20.8,1.94,0,0,4,0,2,2,1,65093.8,297.48,13.38,1.9,23,0.2982,0,1
265,1,10.4,7.7,18.1,0.5,0,1,4,0,2,2,1,65093.8,297.48,13.38,1.9,23,0.2982,1,0
266,1,7,8,15,3.87,0,0,4,0,2,2,1,65093.8,297.48,13.38,1.9,23,0.2982,0,0
266,1,9.2,10.3,19.5,1.94,0,0,4,0,2,2,1,65093.8,297.48,13.38,1.9,23,0.2982,0,1
266,1,9.8,5.7,15.5,0.5,0,1,4,0,2,2,1,65093.8,297.48,13.38,1.9,23,0.2982,1,0
267,1,25,5,30,0.78,1,1,4,1,2,2,1,65093.8,0.26,13.38,8,22,1.8362,0,0
267,1,28.3,7.3,35.6,0.39,1,0,4,1,2,2,1,65093.8,0.26,13.38,8,22,1.8362,0,1
267,1,30.9,34.6,65.5,1.25,1,0,4,1,2,2,1,65093.8,0.26,13.38,8,22,1.8362,1,0
268,1,7,8,15,3.84,0,0,1,0,1,1,1,30000,297.48,27.83,1.6,27,0.2982,0,0
268,1,9.2,10.3,19.5,1.92,0,0,1,0,1,1,1,30000,297.48,27.83,1.6,27,0.2982,0,1
268,1,8.3,7,15.3,0.5,0,1,1,0,1,1,1,30000,297.48,27.83,1.6,27,0.2982,1,0
269,1,16,7,23,1.19,0,0,1,1,1,1,1,30000,32.92,43.9,5.3,28,0.2982,0,0
269,1,19,9.2,28.2,0.6,0,0,1,1,1,1,1,30000,32.92,43.9,5.3,28,0.2982,0,1
269,1,16,41.8,57.8,0.75,0,1,1,1,1,1,1,30000,32.92,43.9,5.3,28,0.2982,1,0
270,1,10,5,15,0.1,1,1,3,1,3,2,1.5,30000,7.48,43.9,1,57,1.8362,0,0
270,1,12.9,6.8,19.7,0.05,1,0,3,1,3,2,1.5,30000,7.48,43.9,1,57,1.8362,0,1
270,1,15.3,26.1,41.4,1.25,1,0,3,1,3,2,1.5,30000,7.48,43.9,1,57,1.8362,1,0
271,1,12,5,17,0.1,1,1,3,1,3,2,1.5,30000,7.48,43.9,1,57,1.8362,0,0
271,1,15.3,6.8,22.1,0.05,1,0,3,1,3,2,1.5,30000,7.48,43.9,1,57,1.8362,0,1
271,1,26.4,26.5,52.9,1.25,1,0,3,1,3,2,1.5,30000,7.48,43.9,1,57,1.8362,1,0
272,1,9,7,16,0.38,0,0,4,0,1,2,0.5,50000,16.53,10.32,3.9,34,0.6426,0,0
272,1,11.6,9.2,20.8,0.19,0,1,4,0,1,2,0.5,50000,16.53,10.32,3.9,34,0.6426,0,1
272,1,14.7,18.5,33.2,0.5,0,0,4,0,1,2,0.5,50000,16.53,10.32,3.9,34,0.6426,1,0
273,1,10,8,18,3.91,0,0,1,1,1,1,1,115000,297.48,70.53,2.3,51,0.2982,0,0
273,1,12.9,10.4,23.3,1.96,0,0,1,1,1,1,1,115000,297.48,70.53,2.3,51,0.2982,0,1
273,1,5.8,16.6,22.4,0.75,0,1,1,1,1,1,1,115000,297.48,70.53,2.3,51,0.2982,1,0
274,1,11,8,19,3.92,0,0,1,1,1,1,1,115000,297.48,70.53,2.5,51,0.2982,0,0
274,1,14.1,10.4,24.5,1.96,0,0,1,1,1,1,1,115000,297.48,70.53,2.5,51,0.2982,0,1
274,1,6.2,13.6,19.8,0.75,0,1,1,1,1,1,1,115000,297.48,70.53,2.5,51,0.2982,1,0
275,1,12,10,22,5.22,0,0,2,1,1,1,1,15000,175.08,41.67,2.7,22,0.2982,0,0
275,1,14.6,12.5,27.1,2.61,0,0,2,1,1,1,1,15000,175.08,41.67,2.7,22,0.2982,0,1
275,1,12.1,16.6,28.7,0.9,0,1,2,1,1,1,1,15000,175.08,41.67,2.7,22,0.2982,1,0
276,1,9,11,20,7.16,1,1,1,0,1,1,1,30000,952.15,86.34,1.6,37,1.8362,0,0
276,1,11.4,13.5,24.9,3.58,1,0,1,0,1,1,1,30000,952.15,86.34,1.6,37,1.8362,0,1
276,1,5.3,12.8,18.1,0.75,1,0,1,0,1,1,1,30000,952.15,86.34,1.6,37,1.8362,1,0
277,1,14,9,23,2.87,0,0,1,0,1,1,1,30000,565.52,50.06,3.4,35,0.2982,0,0
277,1,16.8,11.4,28.2,1.44,0,0,1,0,1,1,1,30000,565.52,50.06,3.4,35,0.2982,0,1
277,1,20.9,15,35.9,0.5,0,1,1,0,1,1,1,30000,565.52,50.06,3.4,35,0.2982,1,0
278,1,15,9,24,2.86,0,0,1,0,1,1,1,50000,70.1,49.61,3.3,56,0.2982,0,0
278,1,17.9,11.4,29.3,1.43,0,0,1,0,1,1,1,50000,70.1,49.61,3.3,56,0.2982,0,1
278,1,11.6,21.6,33.2,0.75,0,1,1,0,1,1,1,50000,70.1,49.61,3.3,56,0.2982,1,0
279,1,12,10,22,2.76,0,0,2,1,1,2,0.5,65093.8,268.85,130.87,2.2,24,0.2982,0,0
279,1,14.6,12.5,27.1,1.38,0,0,2,1,1,2,0.5,65093.8,268.85,130.87,2.2,24,0.2982,0,1
279,1,9,24.2,33.2,0.75,0,1,2,1,1,2,0.5,65093.8,268.85,130.87,2.2,24,0.2982,1,0
280,1,12,10,22,2.76,0,0,2,1,1,2,0.5,65093.8,268.85,130.87,2.2,24,0.2982,0,0
280,1,14.6,12.5,27.1,1.38,0,0,2,1,1,2,0.5,65093.8,268.85,130.87,2.2,24,0.2982,0,1
280,1,9,23.3,32.3,0.75,0,1,2,1,1,2,0.5,65093.8,268.85,130.87,2.2,24,0.2982,1,0
281,1,15,7,22,0.37,1,1,1,0,1,1,1,115000,57.6,38.44,3.8,38,1.8362,0,0
281,1,17.9,9.2,27.1,0.18,1,0,1,0,1,1,1,115000,57.6,38.44,3.8,38,1.8362,0,1
281,1,11.5,22.1,33.6,0.75,1,0,1,0,1,1,1,115000,57.6,38.44,3.8,38,1.8362,1,0
282,1,13,10,23,3.94,0,0,3,0,1,2,0.5,50000,900.27,73.64,2.7,23,0.2982,0,0
282,1,15.7,12.5,28.2,1.97,0,0,3,0,1,2,0.5,50000,900.27,73.64,2.7,23,0.2982,0,1
282,1,10.2,10,20.2,0.75,0,1,3,0,1,2,0.5,50000,900.27,73.64,2.7,23,0.2982,1,0
283,1,14,10,24,3.96,0,0,3,0,1,2,0.5,50000,900.27,73.64,2.9,23,0.2982,0,0
283,1,16.8,12.5,29.3,1.98,0,0,3,0,1,2,0.5,50000,900.27,73.64,2.9,23,0.2982,0,1
283,1,10.2,10,20.2,0.75,0,1,3,0,1,2,0.5,50000,900.27,73.64,2.9,23,0.2982,1,0
284,1,10,9,19,0.22,1,1,3,1,1,1,1,30000,29.25,49.61,2.2,37,1.8362,0,0
284,1,12.5,11.4,23.9,0.11,1,0,3,1,1,1,1,30000,29.25,49.61,2.2,37,1.8362,0,1
284,1,13.7,33.4,47.1,1.25,1,0,3,1,1,1,1,30000,29.25,49.61,2.2,37,1.8362,1,0
285,1,11,9,20,3.9,0,0,2,0,1,2,0.5,50000,982.06,84.67,2.2,35,0.2982,0,0
285,1,13.5,11.4,24.9,1.95,0,0,2,0,1,2,0.5,50000,982.06,84.67,2.2,35,0.2982,0,1
285,1,11.2,14.6,25.8,0.5,0,1,2,0,1,2,0.5,50000,982.06,84.67,2.2,35,0.2982,1,0
286,1,10,9,19,5.14,0,0,2,1,1,2,0.5,70000,175.08,36.22,1.8,30,0.2982,0,0
286,1,12.9,11.6,24.5,2.57,0,0,2,1,1,2,0.5,70000,175.08,36.22,1.8,30,0.2982,0,1
286,1,5.4,11.1,16.5,0.75,0,1,2,1,1,2,0.5,70000,175.08,36.22,1.8,30,0.2982,1,0
287,1,7,9,16,5.1,0,0,2,1,1,2,0.5,70000,175.08,36.22,1.4,30,0.2982,0,0
287,1,9.2,11.4,20.6,2.55,0,0,2,1,1,2,0.5,70000,175.08,36.22,1.4,30,0.2982,0,1
287,1,5.4,9.9,15.3,0.75,0,1,2,1,1,2,0.5,70000,175.08,36.22,1.4,30,0.2982,1,0
288,1,10,8,18,3.86,0,0,2,0,1,2,0.5,70000,297.48,36.22,1.8,32,0.2982,0,0
288,1,12.5,10.4,22.9,1.93,0,0,2,0,1,2,0.5,70000,297.48,36.22,1.8,32,0.2982,0,1
288,1,7.2,8.6,15.8,0.75,0,1,2,0,1,2,0.5,70000,297.48,36.22,1.8,32,0.2982,1,0
289,1,10,8,18,3.88,0,0,2,0,1,2,0.5,70000,297.48,36.22,2,32,0.2982,0,0
289,1,12.5,10.3,22.8,1.94,0,0,2,0,1,2,0.5,70000,297.48,36.22,2,32,0.2982,0,1
289,1,7.2,10.2,17.4,0.75,0,1,2,0,1,2,0.5,70000,297.48,36.22,2,32,0.2982,1,0
290,1,5,8,13,0.15,0,1,1,1,1,1,1,30000,46.74,41.67,1.5,31,1.8362,0,0
290,1,7,10.3,17.3,0.07,0,0,1,1,1,1,1,30000,46.74,41.67,1.5,31,1.8362,0,1
290,1,2.4,23,25.4,0.75,0,0,1,1,1,1,1,30000,46.74,41.67,1.5,31,1.8362,1,0
291,1,11,10,21,0.23,0,1,1,0,1,1,1,30000,70.1,0,2.3,60,1.8362,0,0
291,1,13.5,12.5,26,0.12,0,0,1,0,1,1,1,30000,70.1,0,2.3,60,1.8362,0,1
291,1,9,11.5,20.5,0.75,0,0,1,0,1,1,1,30000,70.1,0,2.3,60,1.8362,1,0
292,1,9,9,18,5.21,0,0,2,0,1,1,1,30000,952.15,44.34,2.6,26,0.2982,0,0
292,1,11.4,11.4,22.8,2.6,0,0,2,0,1,1,1,30000,952.15,44.34,2.6,26,0.2982,0,1
292,1,17,9.5,26.5,0.5,0,1,2,0,1,1,1,30000,952.15,44.34,2.6,26,0.2982,1,0
293,1,12,10,22,4.01,0,0,1,1,1,1,1,30000,982.06,41.67,3.4,38,0.2982,0,0
293,1,14.6,12.5,27.1,2.01,0,0,1,1,1,1,1,30000,982.06,41.67,3.4,38,0.2982,0,1
293,1,13.9,14.8,28.7,0.75,0,1,1,1,1,1,1,30000,982.06,41.67,3.4,38,0.2982,1,0
294,1,11,10,21,3.98,0,0,1,1,1,1,1,30000,982.06,41.67,3.1,38,0.2982,0,0
294,1,13.5,12.5,26,1.99,0,0,1,1,1,1,1,30000,982.06,41.67,3.1,38,0.2982,0,1
294,1,13.9,12.3,26.2,0.9,0,1,1,1,1,1,1,30000,982.06,41.67,3.1,38,0.2982,1,0
295,1,12,7,19,0.8,0,0,2,1,2,2,1,50000,149.19,19.98,2.8,24,0.2982,0,0
295,1,14.6,9.4,24,0.41,0,0,2,1,2,2,1,50000,149.19,19.98,2.8,24,0.2982,0,1
295,1,12.7,14.6,27.3,0.5,0,1,2,1,2,2,1,50000,149.19,19.98,2.8,24,0.2982,1,0
296,1,8,9,17,3.88,0,0,2,1,2,2,1,50000,982.06,19.98,2,24,0.2982,0,0
296,1,10.3,11.4,21.7,1.94,0,0,2,1,2,2,1,50000,982.06,19.98,2,24,0.2982,0,1
296,1,9.4,13.4,22.8,0.5,0,1,2,1,2,2,1,50000,982.06,19.98,2,24,0.2982,1,0
297,1,18,5,23,0.91,1,1,2,1,2,2,1,70000,6.66,60.53,9.3,31,1.8362,0,0
297,1,21.1,7,28.1,0.46,1,0,2,1,2,2,1,70000,6.66,60.53,9.3,31,1.8362,0,1
297,1,36.8,36.4,73.2,1.5,1,0,2,1,2,2,1,70000,6.66,60.53,9.3,31,1.8362,1,0
298,1,11,5,16,0.25,1,1,2,1,2,2,1,90000,78.24,62.21,2.6,35,1.8362,0,0
298,1,13.5,7,20.5,0.12,1,0,2,1,2,2,1,90000,78.24,62.21,2.6,35,1.8362,0,1
298,1,9.1,23.6,32.7,0.75,1,0,2,1,2,2,1,90000,78.24,62.21,2.6,35,1.8362,1,0
299,1,15,8,23,0.15,1,1,1,1,1,1,1,50000,19.9,14.81,1.5,49,1.8362,0,0
299,1,18.9,10.4,29.3,0.07,1,0,1,1,1,1,1,50000,19.9,14.81,1.5,49,1.8362,0,1
299,1,10.9,41.2,52.1,0.75,1,0,1,1,1,1,1,50000,19.9,14.81,1.5,49,1.8362,1,0
300,1,10,8,18,0.24,0,0,2,0,1,2,0.5,50000,47.12,30.6,2.4,34,0.6426,0,0
300,1,12.5,10.3,22.8,0.12,0,1,2,0,1,2,0.5,50000,47.12,30.6,2.4,34,0.6426,0,1
300,1,17.9,14.8,32.7,0.5,0,0,2,0,1,2,0.5,50000,47.12,30.6,2.4,34,0.6426,1,0
301,1,10,8,18,0.23,0,0,2,0,1,2,0.5,50000,47.12,30.6,2.3,34,0.6426,0,0
301,1,12.5,10.4,22.9,0.12,0,1,2,0,1,2,0.5,50000,47.12,30.6,2.3,34,0.6426,0,1
301,1,22.5,12.9,35.4,0.5,0,0,2,0,1,2,0.5,50000,47.12,30.6,2.3,34,0.6426,1,0
302,1,14,8,22,0.34,1,1,2,0,2,2,1,90000,297.48,10.32,3.5,33,1.8362,0,0
302,1,16.7,10.4,27.1,0.17,1,0,2,0,2,2,1,90000,297.48,10.32,3.5,33,1.8362,0,1
302,1,17.1,25.6,42.7,1.25,1,0,2,0,2,2,1,90000,297.48,10.32,3.5,33,1.8362,1,0
303,1,22,5,27,0.22,1,1,1,1,1,1,1,50000,9.48,74.9,2.2,42,1.8362,0,0
303,1,27.4,6.8,34.2,0.11,1,0,1,1,1,1,1,50000,9.48,74.9,2.2,42,1.8362,0,1
303,1,36,38.7,74.7,2.65,1,0,1,1,1,1,1,50000,9.48,74.9,2.2,42,1.8362,1,0
304,1,10,6,16,0.32,1,1,1,0,1,1,1,30000,11.1,46.52,3.3,32,1.8362,0,0
304,1,12.5,8.4,20.9,0.16,1,0,1,0,1,1,1,30000,11.1,46.52,3.3,32,1.8362,0,1
304,1,23.9,33.2,57.1,1.25,1,0,1,0,1,1,1,30000,11.1,46.52,3.3,32,1.8362,1,0
305,1,11,7,18,0.23,1,1,1,1,1,1,1,50000,66.2,74.9,2.3,34,1.8362,0,0
305,1,13.5,9.2,22.7,0.12,1,0,1,1,1,1,1,50000,66.2,74.9,2.3,34,1.8362,0,1
305,1,13.9,18,31.9,0.75,1,0,1,1,1,1,1,50000,66.2,74.9,2.3,34,1.8362,1,0
306,1,8,7,15,0.21,0,1,4,1,1,1,1,30000,8,56.27,2.1,42,1.8362,0,0
306,1,10.4,9.4,19.8,0.1,0,0,4,1,1,1,1,30000,8,56.27,2.1,42,1.8362,0,1
306,1,6.1,14.3,20.4,0.75,0,0,4,1,1,1,1,30000,8,56.27,2.1,42,1.8362,1,0
307,1,11,8,19,0.38,1,1,4,1,1,1,1,30000,7.59,56.27,3.9,42,1.8362,0,0
307,1,13.5,10.3,23.8,0.19,1,0,4,1,1,1,1,30000,7.59,56.27,3.9,42,1.8362,0,1
307,1,25.8,17.4,43.2,1.25,1,0,4,1,1,1,1,30000,7.59,56.27,3.9,42,1.8362,1,0
308,1,11,10,21,3.92,0,0,1,1,1,1,1,70000,432.81,74.9,2.4,43,0.2982,0,0
308,1,14.1,12.9,27,1.96,0,0,1,1,1,1,1,70000,432.81,74.9,2.4,43,0.2982,0,1
308,1,8.5,14.7,23.2,0.75,0,1,1,1,1,1,1,70000,432.81,74.9,2.4,43,0.2982,1,0
309,1,3,6,9,0.08,0,0,2,1,2,2,1,115000,18.38,74.9,0.8,54,0.6426,0,0
309,1,4.4,8,12.4,0.04,0,1,2,1,2,2,1,115000,18.38,74.9,0.8,54,0.6426,0,1
309,1,1.5,13.8,15.3,0.5,0,0,2,1,2,2,1,115000,18.38,74.9,0.8,54,0.6426,1,0
310,1,3,6,9,0.08,0,0,2,1,2,2,1,115000,18.38,74.9,0.8,54,0.6426,0,0
310,1,4.9,8.1,13,0.04,0,1,2,1,2,2,1,115000,18.38,74.9,0.8,54,0.6426,0,1
310,1,1.8,8.8,10.6,0.5,0,0,2,1,2,2,1,115000,18.38,74.9,0.8,54,0.6426,1,0
311,1,3,6,9,0.03,0,1,2,1,2,2,1,115000,18.38,74.9,0.3,54,1.8362,0,0
311,1,4.4,8,12.4,0.01,0,0,2,1,2,2,1,115000,18.38,74.9,0.3,54,1.8362,0,1
311,1,1.8,9.8,11.6,0.5,0,0,2,1,2,2,1,115000,18.38,74.9,0.3,54,1.8362,1,0
312,1,5,7,12,0.05,0,1,2,1,2,2,1,115000,11.61,74.9,0.5,54,1.8362,0,0
312,1,6.8,9.2,16,0.03,0,0,2,1,2,2,1,115000,11.61,74.9,0.5,54,1.8362,0,1
312,1,1.8,25.7,27.5,0.75,0,0,2,1,2,2,1,115000,11.61,74.9,0.5,54,1.8362,1,0
313,1,14,10,24,5.25,0,0,1,1,1,1,1,50000,471.01,20.57,3,31,0.2982,0,0
313,1,16.8,12.5,29.3,2.62,0,0,1,1,1,1,1,50000,471.01,20.57,3,31,0.2982,0,1
313,1,7.6,17.9,25.5,0.75,0,1,1,1,1,1,1,50000,471.01,20.57,3,31,0.2982,1,0
314,1,18,9,27,5.35,1,0,3,1,1,2,0.5,50000,952.15,14.81,4,30,0.2982,0,0
314,1,20.9,11.5,32.4,2.68,1,0,3,1,1,2,0.5,50000,952.15,14.81,4,30,0.2982,0,1
314,1,8.2,18.7,26.9,1.25,1,1,3,1,1,2,0.5,50000,952.15,14.81,4,30,0.2982,1,0
315,1,8,8,16,3.89,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.1,38,0.2982,0,0
315,1,10.3,10.3,20.6,1.94,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.1,38,0.2982,0,1
315,1,10.3,10.3,20.6,0.5,0,1,2,0,1,2,0.5,90000,297.48,57.95,2.1,38,0.2982,1,0
316,1,13,8,21,3.9,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,0,0
316,1,15.7,10.4,26.1,1.95,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,0,1
316,1,11,13.8,24.8,0.5,0,1,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,1,0
317,1,7,8,15,3.9,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,0,0
317,1,9.2,10.4,19.6,1.95,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,0,1
317,1,9.6,18.8,28.4,0.5,0,1,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,1,0
318,1,7,8,15,3.9,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,0,0
318,1,9.2,10.4,19.6,1.95,0,0,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,0,1
318,1,9.7,17.3,27,0.5,0,1,2,0,1,2,0.5,90000,297.48,57.95,2.2,38,0.2982,1,0
319,1,16,8,24,0.5,1,1,2,1,2,2,1,115000,2.67,51.32,5.1,43,1.8362,0,0
319,1,19,10.3,29.3,0.25,1,0,2,1,2,2,1,115000,2.67,51.32,5.1,43,1.8362,0,1
319,1,27.6,32.8,60.4,1.25,1,0,2,1,2,2,1,115000,2.67,51.32,5.1,43,1.8362,1,0
320,1,10,10,20,3.98,0,0,2,1,2,2,1,50000,982.06,41.67,3.1,31,0.2982,0,0
320,1,12.9,12.9,25.8,1.99,0,0,2,1,2,2,1,50000,982.06,41.67,3.1,31,0.2982,0,1
320,1,12.9,14.3,27.2,0.5,0,1,2,1,2,2,1,50000,982.06,41.67,3.1,31,0.2982,1,0
321,1,12,10,22,4.01,0,0,2,1,2,2,1,50000,982.06,41.67,3.4,31,0.2982,0,0
321,1,14.6,12.5,27.1,2.01,0,0,2,1,2,2,1,50000,982.06,41.67,3.4,31,0.2982,0,1
321,1,9.2,22.5,31.7,0.75,0,1,2,1,2,2,1,50000,982.06,41.67,3.4,31,0.2982,1,0
